user_id,day,day_of_week,amount_spent_today,category,mood_while_spending,days_left_in_month,percent_budget_used_so_far,spending_trend,monthly_budget,overspending_risk
80,18,4,53.15,Entertainment,Impulsive,12,53.82,-584.05,30000,Medium
80,19,5,707.92,Shopping,Impulsive,11,56.17,-496.33,30000,Medium
80,20,6,1859.02,Entertainment,Impulsive,10,62.37,-73.19,30000,Medium
80,21,0,452.15,Food,Neutral,9,63.88,109.45,30000,Medium
80,22,1,671.43,Other,Tired,8,66.12,107.23,30000,Medium
80,23,2,247.58,Entertainment,Neutral,7,66.94,-478.52,30000,Medium
80,24,3,1026.72,Shopping,Tired,6,70.36,-263.98,30000,Medium
80,25,4,819.52,Entertainment,Impulsive,5,73.1,-203.65,30000,Medium
80,26,5,983.22,Entertainment,Impulsive,4,76.37,70.0,30000,Medium
80,27,6,5496.8,Other,Impulsive,3,94.7,1553.62,30000,Medium
80,28,0,422.16,Transport,Neutral,2,96.1,1423.57,30000,Medium
80,29,1,887.41,Other,Impulsive,1,99.06,1387.56,30000,Medium
80,30,2,1202.64,Food,Impulsive,0,103.07,-214.78,30000,Medium
81,1,1,490.82,Other,Neutral,29,4.91,0.0,10000,High
81,2,2,1657.7,Other,Impulsive,28,21.49,0.0,10000,High
81,3,3,115.43,Other,Happy,27,22.64,0.0,10000,High
81,4,4,678.92,Entertainment,Impulsive,26,29.43,326.53,10000,High
81,5,5,2237.85,Transport,Happy,25,51.81,-63.53,10000,High
81,6,6,1306.57,Transport,Impulsive,24,64.87,653.13,10000,High
81,7,0,888.3,Transport,Happy,23,73.76,741.86,10000,High
81,8,1,703.82,Other,Happy,22,80.79,-69.91,10000,High
81,9,2,371.41,Shopping,Tired,21,84.51,-426.7,10000,High
81,10,3,393.71,Entertainment,Neutral,20,88.45,-564.01,10000,High
81,11,4,128.93,Transport,Tired,19,89.73,-711.91,10000,High
81,12,5,3276.23,Food,Stressed,18,122.5,327.31,10000,High
81,13,6,459.37,Entertainment,Neutral,17,127.09,403.72,10000,High
81,14,0,632.27,Shopping,Stressed,16,133.41,640.19,10000,High
81,15,1,1901.13,Food,Impulsive,15,152.42,-23.22,10000,High
81,16,2,50.0,Transport,Stressed,14,152.92,-116.49,10000,High
81,17,3,683.05,Entertainment,Stressed,13,159.76,-74.89,10000,High
81,18,4,569.87,Transport,Impulsive,12,165.45,-581.86,10000,High
81,19,5,656.97,Shopping,Impulsive,11,172.02,-319.15,10000,High
81,20,6,819.11,Food,Neutral,10,180.21,-257.75,10000,High
81,21,0,422.54,Shopping,Impulsive,9,184.44,-286.31,10000,High
81,22,1,1989.54,Shopping,Impulsive,8,204.34,171.68,10000,High
81,23,2,864.04,Transport,Impulsive,7,212.98,190.97,10000,High
81,24,3,854.69,Entertainment,Impulsive,6,221.52,357.8,10000,High
81,25,4,336.51,Transport,Impulsive,5,224.89,-243.72,10000,High
81,26,5,1979.6,Other,Tired,4,244.68,130.95,10000,High
81,27,6,341.67,Shopping,Impulsive,3,248.1,-37.08,10000,High
81,28,0,698.28,Other,Impulsive,2,255.08,106.97,10000,High
81,29,1,671.34,Entertainment,Happy,1,261.8,-370.66,10000,High
81,30,2,1813.29,Shopping,Neutral,0,279.93,142.08,10000,High
82,1,1,856.94,Food,Stressed,29,4.28,0.0,20000,Low
82,2,2,84.96,Food,Tired,28,4.71,0.0,20000,Low
82,3,3,253.73,Shopping,Happy,27,5.98,0.0,20000,Low
82,4,4,50.0,Transport,Impulsive,26,6.23,-727.38,20000,Low
82,5,5,101.61,Transport,Neutral,25,6.74,-335.84,20000,Low
82,6,6,329.32,Entertainment,Neutral,24,8.38,-238.23,20000,Low
82,7,0,199.94,Food,Happy,23,9.38,-101.12,20000,Low
82,8,1,277.05,Other,Tired,22,10.77,-0.68,20000,Low
82,9,2,313.94,Shopping,Happy,21,12.34,-15.78,20000,Low
82,10,3,361.92,Entertainment,Stressed,20,14.15,49.57,20000,Low
82,11,4,939.85,Other,Impulsive,19,18.85,269.38,20000,Low
82,12,5,345.04,Transport,Tired,18,20.57,274.77,20000,Low
82,13,6,2036.07,Transport,Impulsive,17,30.75,824.05,20000,Low
82,14,0,310.4,Other,Tired,16,32.3,554.51,20000,Low
82,15,1,835.16,Transport,Stressed,15,36.48,717.68,20000,Low
82,16,2,590.38,Entertainment,Neutral,14,39.43,105.54,20000,Low
82,17,3,50.0,Entertainment,Neutral,13,39.68,30.36,20000,Low
82,18,4,347.35,Transport,Impulsive,12,41.42,-157.15,20000,Low
82,19,5,326.92,Entertainment,Neutral,11,43.05,-251.47,20000,Low
82,20,6,979.27,Food,Impulsive,10,47.95,84.34,20000,Low
82,21,0,388.24,Shopping,Stressed,9,49.89,104.61,20000,Low
82,22,1,528.4,Other,Neutral,8,52.53,178.78,20000,Low
82,23,2,994.35,Shopping,Impulsive,7,57.5,157.5,20000,Low
82,24,3,162.84,Transport,Tired,6,58.32,86.72,20000,Low
82,25,4,50.0,Other,Neutral,5,58.57,-75.17,20000,Low
82,26,5,1389.13,Entertainment,Neutral,4,65.51,33.95,20000,Low
82,27,6,250.77,Entertainment,Neutral,3,66.77,77.31,20000,Low
82,28,0,425.02,Food,Tired,2,68.89,219.76,20000,Low
82,29,1,972.77,Entertainment,Impulsive,1,73.76,45.57,20000,Low
82,30,2,426.23,Shopping,Happy,0,75.89,113.43,20000,Low
83,1,1,1040.32,Food,Impulsive,29,6.94,0.0,15000,High
83,2,2,384.94,Shopping,Happy,28,9.5,0.0,15000,High
83,3,3,516.18,Food,Neutral,27,12.94,0.0,15000,High
83,4,4,488.29,Other,Neutral,26,16.2,-577.18,15000,High
83,5,5,961.02,Entertainment,Stressed,25,22.6,-57.47,15000,High
83,6,6,1473.52,Other,Impulsive,24,32.43,327.13,15000,High
83,7,0,111.22,Transport,Neutral,23,33.17,241.15,15000,High
83,8,1,308.1,Entertainment,Tired,22,35.22,-47.2,15000,High
83,9,2,244.95,Transport,Happy,21,36.86,-589.29,15000,High
83,10,3,1564.27,Food,Impulsive,20,47.29,-5.01,15000,High
83,11,4,533.43,Food,Impulsive,19,50.84,120.43,15000,High
83,12,5,658.79,Transport,Stressed,18,55.23,304.55,15000,High
83,13,6,516.92,Food,Stressed,17,58.68,-139.57,15000,High
83,14,0,500.14,Transport,Impulsive,16,62.01,-134.68,15000,High
83,15,1,1136.37,Shopping,Impulsive,15,69.59,27.39,15000,High
83,16,2,273.95,Food,Tired,14,71.42,-40.25,15000,High
83,17,3,100.14,Entertainment,Stressed,13,72.08,-160.95,15000,High
83,18,4,369.5,Food,Tired,12,74.55,-448.03,15000,High
83,19,5,958.7,Transport,Impulsive,11,80.94,-193.41,15000,High
83,20,6,573.18,Entertainment,Impulsive,10,84.76,-2.24,15000,High
83,21,0,491.03,Other,Happy,9,88.03,53.08,15000,High
83,22,1,1619.63,Entertainment,Stressed,8,98.83,255.63,15000,High
83,23,2,839.17,Food,Stressed,7,104.43,347.58,15000,High
83,24,3,1750.47,Entertainment,Neutral,6,116.09,774.28,15000,High
83,25,4,1264.35,Food,Stressed,5,124.52,610.82,15000,High
83,26,5,134.96,Entertainment,Neutral,4,125.42,368.89,15000,High
83,27,6,415.76,Entertainment,Happy,3,128.2,-120.57,15000,High
83,28,0,974.85,Shopping,Impulsive,2,134.69,-238.62,15000,High
83,29,1,1722.74,Transport,Stressed,1,146.18,314.19,15000,High
83,30,2,458.05,Shopping,Stressed,0,149.23,339.68,15000,High
84,1,1,251.39,Other,Neutral,29,1.01,0.0,25000,Low
84,2,2,1196.17,Other,Happy,28,5.79,0.0,25000,Low
84,3,3,555.27,Transport,Impulsive,27,8.01,0.0,25000,Low
84,4,4,452.22,Food,Impulsive,26,9.82,483.16,25000,Low
84,5,5,123.26,Entertainment,Happy,25,10.31,-346.86,25000,Low
84,6,6,515.17,Food,Happy,24,12.37,-304.06,25000,Low
84,7,0,588.02,Other,Stressed,23,14.73,-204.95,25000,Low
84,8,1,316.3,Shopping,Stressed,22,15.99,-42.5,25000,Low
84,9,2,1107.13,Food,Impulsive,21,20.42,154.9,25000,Low
84,10,3,252.44,Entertainment,Neutral,20,21.43,32.69,25000,Low
84,11,4,821.18,Food,Tired,19,24.71,227.19,25000,Low
84,12,5,242.98,Food,Neutral,18,25.69,-128.35,25000,Low
84,13,6,713.29,Transport,Happy,17,28.54,56.75,25000,Low
84,14,0,1117.28,Food,Happy,16,33.01,129.5,25000,Low
84,15,1,496.16,Shopping,Happy,15,34.99,240.45,25000,Low
84,16,2,139.85,Shopping,Neutral,14,35.55,35.6,25000,Low
84,17,3,246.58,Food,Neutral,13,36.54,-295.24,25000,Low
84,18,4,855.85,Other,Impulsive,12,39.96,-169.12,25000,Low
84,19,5,82.83,Food,Neutral,11,40.29,-160.42,25000,Low
84,20,6,1796.78,Food,Impulsive,10,47.48,374.49,25000,Low
84,21,0,967.22,Entertainment,Impulsive,9,51.35,393.91,25000,Low
84,22,1,951.32,Other,Impulsive,8,55.15,708.26,25000,Low
84,23,2,906.65,Transport,Impulsive,7,58.78,348.22,25000,Low
84,24,3,500.13,Shopping,Stressed,6,60.78,174.73,25000,Low
84,25,4,986.1,Entertainment,Impulsive,5,64.73,170.87,25000,Low
84,26,5,546.77,Food,Impulsive,4,66.91,38.74,25000,Low
84,27,6,821.99,Other,Impulsive,3,70.2,151.81,25000,Low
84,28,0,1387.49,Entertainment,Stressed,2,75.75,271.49,25000,Low
84,29,1,480.4,Shopping,Happy,1,77.67,253.23,25000,Low
84,30,2,1333.79,Entertainment,Tired,0,83.01,417.21,25000,Low
85,1,1,271.76,Transport,Tired,29,1.81,0.0,15000,Medium
85,2,2,787.06,Other,Stressed,28,7.06,0.0,15000,Medium
85,3,3,307.06,Transport,Stressed,27,9.11,0.0,15000,Medium
85,4,4,201.27,Shopping,Happy,26,10.45,160.04,15000,Medium
85,5,5,840.15,Food,Neutral,25,16.05,-79.92,15000,Medium
85,6,6,272.75,Entertainment,Neutral,24,17.87,-17.24,15000,Medium
85,7,0,603.03,Shopping,Stressed,23,21.89,180.19,15000,Medium
85,8,1,364.91,Other,Neutral,22,24.32,-67.9,15000,Medium
85,9,2,846.64,Entertainment,Happy,21,29.96,158.19,15000,Medium
85,10,3,423.16,Food,Happy,20,32.79,75.89,15000,Medium
85,11,4,321.04,Other,Happy,19,34.93,74.28,15000,Medium
85,12,5,290.24,Other,Happy,18,36.86,-154.59,15000,Medium
85,13,6,951.6,Entertainment,Stressed,17,43.2,29.18,15000,Medium
85,14,0,220.6,Entertainment,Tired,16,44.68,11.22,15000,Medium
85,15,1,476.16,Entertainment,Stressed,15,47.85,88.7,15000,Medium
85,16,2,2280.74,Entertainment,Stressed,14,63.05,493.99,15000,Medium
85,17,3,591.28,Other,Happy,13,67.0,637.4,15000,Medium
85,18,4,1325.85,Food,Impulsive,12,75.84,920.79,15000,Medium
85,19,5,279.96,Food,Neutral,11,77.7,141.23,15000,Medium
85,20,6,513.07,Food,Neutral,10,81.12,115.15,15000,Medium
85,21,0,547.01,Entertainment,Impulsive,9,84.77,-185.28,15000,Medium
85,22,1,50.0,Entertainment,Tired,8,85.1,-243.41,15000,Medium
85,23,2,602.95,Transport,Impulsive,7,89.12,-208.43,15000,Medium
85,24,3,158.23,Transport,Tired,6,90.18,-335.1,15000,Medium
85,25,4,778.49,Food,Neutral,5,95.37,-67.02,15000,Medium
85,26,5,215.72,Food,Neutral,4,96.8,-197.08,15000,Medium
85,27,6,220.27,Entertainment,Happy,3,98.27,-158.78,15000,Medium
85,28,0,393.14,Food,Stressed,2,100.89,-295.82,15000,Medium
85,29,1,226.91,Entertainment,Impulsive,1,102.41,-278.38,15000,Medium
85,30,2,420.16,Transport,Happy,0,105.21,-199.23,15000,Medium
86,1,1,270.06,Food,Impulsive,29,1.08,0.0,25000,Low
86,2,2,278.98,Shopping,Happy,28,2.2,0.0,25000,Low
86,3,3,206.89,Food,Stressed,27,3.02,0.0,25000,Low
86,4,4,267.0,Shopping,Stressed,26,4.09,-19.1,25000,Low
86,5,5,455.06,Food,Happy,25,5.91,35.13,25000,Low
86,6,6,124.17,Transport,Happy,24,6.41,30.1,25000,Low
86,7,0,406.81,Shopping,Tired,23,8.04,72.95,25000,Low
86,8,1,71.29,Shopping,Happy,22,8.32,-94.84,25000,Low
86,9,2,210.2,Other,Neutral,21,9.16,-37.59,25000,Low
86,10,3,78.76,Transport,Happy,20,9.48,-166.91,25000,Low
86,11,4,150.65,Shopping,Neutral,19,10.08,-113.5,25000,Low
86,12,5,185.34,Shopping,Neutral,18,10.82,-116.25,25000,Low
86,13,6,565.56,Shopping,Neutral,17,13.08,63.59,25000,Low
86,14,0,75.39,Food,Impulsive,16,13.38,46.35,25000,Low
86,15,1,263.48,Entertainment,Neutral,15,14.44,76.04,25000,Low
86,16,2,365.61,Transport,Happy,14,15.9,-16.77,25000,Low
86,17,3,234.24,Other,Impulsive,13,16.84,48.77,25000,Low
86,18,4,207.55,Other,Impulsive,12,17.67,28.49,25000,Low
86,19,5,156.76,Transport,Happy,11,18.3,-48.94,25000,Low
86,20,6,91.18,Other,Tired,10,18.66,-95.79,25000,Low
86,21,0,189.1,Other,Happy,9,19.42,-99.71,25000,Low
86,22,1,51.1,Transport,Impulsive,8,19.62,-130.27,25000,Low
86,23,2,230.03,Shopping,Neutral,7,20.54,-76.51,25000,Low
86,24,3,527.59,Food,Happy,6,22.65,38.43,25000,Low
86,25,4,257.25,Shopping,Impulsive,5,23.68,115.33,25000,Low
86,26,5,56.21,Transport,Happy,4,23.91,57.08,25000,Low
86,27,6,130.45,Transport,Happy,3,24.43,-87.98,25000,Low
86,28,0,354.6,Shopping,Stressed,2,25.85,-56.38,25000,Low
86,29,1,286.21,Transport,Impulsive,1,26.99,27.23,25000,Low
86,30,2,382.5,Food,Neutral,0,28.52,114.93,25000,Low
87,1,1,2281.31,Transport,Impulsive,29,7.6,0.0,30000,Low
87,2,2,459.88,Entertainment,Happy,28,9.14,0.0,30000,Low
87,3,3,445.16,Other,Neutral,27,10.62,0.0,30000,Low
87,4,4,630.8,Other,Happy,26,12.72,-1769.36,30000,Low
87,5,5,647.69,Food,Happy,25,14.88,-796.04,30000,Low
87,6,6,1526.95,Transport,Happy,24,19.97,-126.97,30000,Low
87,7,0,934.0,Transport,Tired,23,23.09,81.93,30000,Low
87,8,1,753.74,Other,Stressed,22,25.6,178.6,30000,Low
87,9,2,1037.13,Entertainment,Impulsive,21,29.06,-90.34,30000,Low
87,10,3,1737.92,Food,Stressed,20,34.85,186.86,30000,Low
87,11,4,476.26,Food,Stressed,19,36.44,123.83,30000,Low
87,12,5,656.59,Transport,Impulsive,18,38.62,-11.59,30000,Low
87,13,6,498.72,Food,Impulsive,17,40.29,-501.6,30000,Low
87,14,0,1371.86,Entertainment,Stressed,16,44.86,-151.32,30000,Low
87,15,1,1995.83,Shopping,Stressed,15,51.51,323.18,30000,Low
87,16,2,147.65,Shopping,Impulsive,14,52.0,242.08,30000,Low
87,17,3,998.96,Other,Neutral,13,55.33,86.19,30000,Low
87,18,4,88.5,Transport,Happy,12,55.63,-618.55,30000,Low
87,19,5,2774.19,Food,Stressed,11,64.88,312.12,30000,Low
87,20,6,687.69,Food,Neutral,10,67.17,206.96,30000,Low
87,21,0,587.71,Other,Stressed,9,69.13,422.7,30000,Low
87,22,1,574.34,Food,Impulsive,8,71.04,-407.8,30000,Low
87,23,2,233.11,Entertainment,Tired,7,71.82,-542.49,30000,Low
87,24,3,801.09,Transport,Impulsive,6,74.49,-451.37,30000,Low
87,25,4,50.0,Entertainment,Stressed,5,74.66,-607.37,30000,Low
87,26,5,369.31,Food,Tired,4,75.89,-529.98,30000,Low
87,27,6,1840.61,Other,Tired,3,82.02,-177.82,30000,Low
87,28,0,684.29,Transport,Impulsive,2,84.3,68.85,30000,Low
87,29,1,763.37,Transport,Stressed,1,86.85,220.46,30000,Low
87,30,2,617.03,Shopping,Tired,0,88.91,-223.14,30000,Low
88,1,1,143.93,Food,Tired,29,0.58,0.0,25000,Low
88,2,2,302.82,Transport,Impulsive,28,1.79,0.0,25000,Low
88,3,3,437.24,Shopping,Neutral,27,3.54,0.0,25000,Low
88,4,4,133.18,Transport,Happy,26,4.07,147.15,25000,Low
88,5,5,465.1,Food,Neutral,25,5.93,121.8,25000,Low
88,6,6,642.77,Transport,Impulsive,24,8.5,119.02,25000,Low
88,7,0,479.69,Food,Stressed,23,10.42,274.89,25000,Low
88,8,1,100.66,Transport,Neutral,22,10.82,111.25,25000,Low
88,9,2,134.77,Food,Happy,21,11.36,-115.8,25000,Low
88,10,3,896.99,Shopping,Impulsive,20,14.95,5.37,25000,Low
88,11,4,312.88,Shopping,Tired,19,16.2,110.04,25000,Low
88,12,5,121.15,Shopping,Neutral,18,16.68,128.1,25000,Low
88,13,6,366.48,Shopping,Neutral,17,18.15,-106.88,25000,Low
88,14,0,372.38,Shopping,Stressed,16,19.64,-81.51,25000,Low
88,15,1,188.36,Transport,Neutral,15,20.39,-38.52,25000,Low
88,16,2,383.85,Other,Stressed,14,21.93,-34.19,25000,Low
88,17,3,705.86,Entertainment,Impulsive,13,24.75,75.31,25000,Low
88,18,4,109.6,Other,Neutral,12,25.19,59.88,25000,Low
88,19,5,319.46,Food,Neutral,11,26.47,35.67,25000,Low
88,20,6,585.8,Entertainment,Neutral,10,28.81,-25.72,25000,Low
88,21,0,64.33,Shopping,Happy,9,29.07,-26.68,25000,Low
88,22,1,111.99,Other,Neutral,8,29.52,-94.23,25000,Low
88,23,2,616.34,Food,Happy,7,31.98,-95.93,25000,Low
88,24,3,514.77,Food,Happy,6,34.04,68.3,25000,Low
88,25,4,364.56,Entertainment,Neutral,5,35.5,163.13,25000,Low
88,26,5,659.17,Transport,Neutral,4,38.14,165.2,25000,Low
88,27,6,603.23,Other,Tired,3,40.55,187.72,25000,Low
88,28,0,264.84,Other,Happy,2,41.61,154.08,25000,Low
88,29,1,230.41,Entertainment,Neutral,1,42.53,-0.54,25000,Low
88,30,2,353.0,Shopping,Happy,0,43.94,-92.71,25000,Low
89,1,1,572.88,Other,Tired,29,1.91,0.0,30000,Low
89,2,2,136.24,Other,Stressed,28,2.36,0.0,30000,Low
89,3,3,1658.85,Food,Tired,27,7.89,0.0,30000,Low
89,4,4,1235.85,Shopping,Stressed,26,12.01,437.43,30000,Low
89,5,5,655.48,Shopping,Happy,25,14.2,828.83,30000,Low
89,6,6,569.44,Entertainment,Neutral,24,16.1,30.93,30000,Low
89,7,0,580.57,Other,Stressed,23,18.03,-299.12,30000,Low
89,8,1,842.89,Transport,Stressed,22,20.84,-187.56,30000,Low
89,9,2,874.02,Shopping,Tired,21,23.75,-38.96,30000,Low
89,10,3,597.87,Other,Impulsive,20,25.75,-1.17,30000,Low
89,11,4,1034.44,Entertainment,Tired,19,29.2,53.92,30000,Low
89,12,5,1969.05,Other,Stressed,18,35.76,408.65,30000,Low
89,13,6,1655.11,Food,Stressed,17,41.28,780.46,30000,Low
89,14,0,193.01,Shopping,Neutral,16,41.92,476.16,30000,Low
89,15,1,75.14,Transport,Impulsive,15,42.17,-252.88,30000,Low
89,16,2,733.62,Entertainment,Happy,14,44.61,-618.59,30000,Low
89,17,3,442.89,Transport,Impulsive,13,46.09,-481.05,30000,Low
89,18,4,474.27,Food,Happy,12,47.67,-293.13,30000,Low
89,19,5,912.14,Other,Stressed,11,50.71,-226.76,30000,Low
89,20,6,1164.76,Other,Neutral,10,54.6,37.02,30000,Low
89,21,0,926.9,Food,Stressed,9,57.68,206.73,30000,Low
89,22,1,1160.32,Transport,Stressed,8,61.55,283.27,30000,Low
89,23,2,1398.61,Transport,Impulsive,7,66.21,343.02,30000,Low
89,24,3,837.89,Shopping,Stressed,6,69.01,308.21,30000,Low
89,25,4,898.03,Food,Impulsive,5,72.0,205.49,30000,Low
89,26,5,1388.69,Transport,Impulsive,4,76.63,177.87,30000,Low
89,27,6,656.7,Transport,Impulsive,3,78.82,118.55,30000,Low
89,28,0,352.52,Entertainment,Stressed,2,79.99,-64.71,30000,Low
89,29,1,1023.14,Shopping,Impulsive,1,83.4,-206.74,30000,Low
89,30,2,515.5,Transport,Stressed,0,85.12,-245.38,30000,Low
90,1,1,131.03,Shopping,Tired,29,0.87,0.0,15000,High
90,2,2,191.02,Entertainment,Happy,28,2.15,0.0,15000,High
90,3,3,653.92,Other,Impulsive,27,6.51,0.0,15000,High
90,4,4,1543.96,Food,Neutral,26,16.8,665.27,15000,High
90,5,5,623.38,Food,Stressed,25,20.96,779.4,15000,High
90,6,6,133.51,Entertainment,Happy,24,21.85,441.63,15000,High
90,7,0,71.09,Other,Tired,23,22.32,-353.99,15000,High
90,8,1,391.23,Shopping,Stressed,22,24.93,-430.05,15000,High
90,9,2,571.39,Other,Neutral,21,28.74,-201.57,15000,High
90,10,3,2245.38,Transport,Tired,20,43.71,591.06,15000,High
90,11,4,893.04,Other,Impulsive,19,49.66,769.21,15000,High
90,12,5,349.1,Other,Stressed,18,51.99,683.56,15000,High
90,13,6,196.97,Food,Tired,17,53.3,-175.89,15000,High
90,14,0,449.15,Other,Tired,16,56.29,-345.44,15000,High
90,15,1,383.53,Shopping,Neutral,15,58.85,-306.62,15000,High
90,16,2,2509.55,Shopping,Stressed,14,75.58,499.08,15000,High
90,17,3,585.58,Other,Impulsive,13,79.49,556.4,15000,High
90,18,4,523.87,Other,Neutral,12,82.98,617.82,15000,High
90,19,5,314.24,Other,Happy,11,85.07,-234.01,15000,High
90,20,6,997.82,Entertainment,Happy,10,91.73,-89.37,15000,High
90,21,0,771.98,Entertainment,Neutral,9,96.87,3.2,15000,High
90,22,1,950.02,Transport,Impulsive,8,103.21,234.98,15000,High
90,23,2,538.38,Shopping,Impulsive,7,106.79,65.52,15000,High
90,24,3,837.33,Other,Stressed,6,112.38,83.3,15000,High
90,25,4,683.97,Food,Impulsive,5,116.94,-17.11,15000,High
90,26,5,269.52,Entertainment,Happy,4,118.73,-99.54,15000,High
90,27,6,730.6,Transport,Happy,3,123.6,-140.99,15000,High
90,28,0,746.16,Other,Tired,2,128.58,-119.52,15000,High
90,29,1,837.0,Shopping,Happy,1,134.16,86.25,15000,High
90,30,2,408.57,Food,Impulsive,0,136.88,-22.78,15000,High
91,1,1,610.63,Other,Happy,29,4.07,0.0,15000,High
91,2,2,344.34,Shopping,Impulsive,28,6.37,0.0,15000,High
91,3,3,412.04,Shopping,Happy,27,9.11,0.0,15000,High
91,4,4,436.5,Entertainment,Impulsive,26,12.02,-213.0,15000,High
91,5,5,1695.48,Shopping,Stressed,25,23.33,370.52,15000,High
91,6,6,1197.29,Transport,Impulsive,24,31.31,654.09,15000,High
91,7,0,1860.49,Shopping,Impulsive,23,43.71,1133.54,15000,High
91,8,1,561.12,Food,Tired,22,47.45,506.5,15000,High
91,9,2,385.66,Shopping,Happy,21,50.02,153.04,15000,High
91,10,3,513.54,Shopping,Happy,20,53.45,-449.91,15000,High
91,11,4,990.18,Transport,Impulsive,19,60.05,-259.94,15000,High
91,12,5,1150.94,Shopping,Neutral,18,67.72,51.16,15000,High
91,13,6,289.12,Other,Tired,17,69.65,8.37,15000,High
91,14,0,361.19,Transport,Neutral,16,72.06,-218.43,15000,High
91,15,1,2065.69,Shopping,Stressed,15,85.83,58.82,15000,High
91,16,2,101.55,Entertainment,Neutral,14,86.51,39.17,15000,High
91,17,3,196.92,Transport,Happy,13,87.82,16.02,15000,High
91,18,4,2936.4,Entertainment,Stressed,12,107.39,220.01,15000,High
91,19,5,2570.55,Transport,Impulsive,11,124.53,1090.31,15000,High
91,20,6,1816.89,Transport,Neutral,10,136.64,1666.42,15000,High
91,21,0,1868.72,Other,Stressed,9,149.1,1190.44,15000,High
91,22,1,670.92,Transport,Impulsive,8,153.57,469.04,15000,High
91,23,2,359.92,Food,Impulsive,7,155.97,-58.31,15000,High
91,24,3,378.28,Food,Happy,6,158.5,-595.3,15000,High
91,25,4,396.54,Shopping,Happy,5,161.14,-668.85,15000,High
91,26,5,1877.25,Other,Stressed,4,173.65,-133.2,15000,High
91,27,6,427.67,Entertainment,Tired,3,176.51,-90.11,15000,High
91,28,0,992.02,Shopping,Impulsive,2,183.12,132.14,15000,High
91,29,1,1698.05,Entertainment,Stressed,1,194.44,37.39,15000,High
91,30,2,286.43,Food,Tired,0,196.35,11.58,15000,High
92,1,1,241.46,Shopping,Tired,29,1.61,0.0,15000,Low
92,2,2,326.0,Shopping,Stressed,28,3.78,0.0,15000,Low
92,3,3,708.7,Shopping,Neutral,27,8.51,0.0,15000,Low
92,4,4,235.93,Food,Neutral,26,10.08,182.08,15000,Low
92,5,5,136.89,Entertainment,Tired,25,10.99,76.78,15000,Low
92,6,6,472.15,Food,Stressed,24,14.14,-143.73,15000,Low
92,7,0,72.53,Food,Happy,23,14.62,-150.83,15000,Low
92,8,1,307.05,Other,Stressed,22,16.67,-45.89,15000,Low
92,9,2,146.12,Shopping,Happy,21,17.65,-178.29,15000,Low
92,10,3,876.89,Other,Impulsive,20,23.49,129.97,15000,Low
92,11,4,475.25,Entertainment,Stressed,19,26.66,186.83,15000,Low
92,12,5,404.61,Transport,Tired,18,29.36,291.49,15000,Low
92,13,6,478.93,Other,Neutral,17,32.55,100.56,15000,Low
92,14,0,362.82,Other,Tired,16,34.97,51.91,15000,Low
92,15,1,574.18,Entertainment,Stressed,15,38.8,105.01,15000,Low
92,16,2,475.16,Other,Neutral,14,41.96,95.14,15000,Low
92,17,3,660.1,Entertainment,Tired,13,46.37,195.15,15000,Low
92,18,4,331.73,Food,Happy,12,48.58,101.03,15000,Low
92,19,5,257.57,Shopping,Stressed,11,50.29,23.05,15000,Low
92,20,6,84.7,Entertainment,Neutral,10,50.86,-184.44,15000,Low
92,21,0,875.21,Transport,Tired,9,56.69,1.02,15000,Low
92,22,1,789.5,Food,Impulsive,8,61.96,186.08,15000,Low
92,23,2,257.92,Other,Happy,7,63.68,259.44,15000,Low
92,24,3,136.45,Transport,Tired,6,64.59,-10.33,15000,Low
92,25,4,253.44,Transport,Impulsive,5,66.28,-206.49,15000,Low
92,26,5,412.58,Entertainment,Neutral,4,69.03,-147.79,15000,Low
92,27,6,2442.14,Shopping,Stressed,3,85.31,632.39,15000,Low
92,28,0,475.47,Food,Neutral,2,88.48,712.41,15000,Low
92,29,1,50.0,Other,Tired,1,88.81,590.98,15000,Low
92,30,2,296.36,Other,Neutral,0,90.79,-199.98,15000,Low
93,1,1,113.51,Food,Neutral,29,0.45,0.0,25000,Low
93,2,2,260.74,Food,Neutral,28,1.5,0.0,25000,Low
93,3,3,283.56,Shopping,Neutral,27,2.63,0.0,25000,Low
93,4,4,409.33,Transport,Neutral,26,4.27,204.37,25000,Low
93,5,5,927.8,Other,Tired,25,7.98,353.1,25000,Low
93,6,6,822.88,Entertainment,Happy,24,11.27,500.73,25000,Low
93,7,0,374.74,Other,Stressed,23,12.77,441.69,25000,Low
93,8,1,434.9,Entertainment,Tired,22,14.51,145.19,25000,Low
93,9,2,558.28,Other,Happy,21,16.74,-13.66,25000,Low
93,10,3,347.91,Other,Impulsive,20,18.13,-9.05,25000,Low
93,11,4,834.83,Shopping,Stressed,19,21.47,126.91,25000,Low
93,12,5,306.73,Food,Happy,18,22.7,31.41,25000,Low
93,13,6,139.39,Transport,Happy,17,23.26,-26.38,25000,Low
93,14,0,534.81,Transport,Happy,16,25.4,-161.07,25000,Low
93,15,1,50.0,Transport,Happy,15,25.6,-231.53,25000,Low
93,16,2,224.9,Transport,Tired,14,26.5,-177.37,25000,Low
93,17,3,536.47,Food,Happy,13,28.64,-183.07,25000,Low
93,18,4,448.21,Shopping,Happy,12,30.44,-23.43,25000,Low
93,19,5,306.05,Transport,Happy,11,31.66,16.22,25000,Low
